"web_scraper_order,web_scraper_start_url,type,price,address,image_link"
"1765129557-635,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Robe bébé 0 - 9 mois"",""2 000CFA"",""Thies, Sénégal"",""https://images.coinafrique.com/thumb_4588746_uploaded_image1_1707650951.jpg"""
"1765129557-636,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Vêtements pour bébé"",""500CFA"",""Sicap Liberté, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4585357_uploaded_image1_1707428281.jpg"""
"1765129557-637,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Ensemble blouson pour fille"",""4 000CFA"",""Thies, Sénégal"",""https://images.coinafrique.com/thumb_4577293_uploaded_image1_1707012822.jpg"""
"1765129557-638,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Vêtement enfant"",""8 500CFA"",""Keur Massar, Sénégal"",""https://images.coinafrique.com/thumb_4571573_uploaded_image1_1706729137.jpg"""
"1765129557-639,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Vêtement enfant"",""8 500CFA"",""Keur Massar, Sénégal"",""https://images.coinafrique.com/thumb_4571570_uploaded_image1_1706729054.jpg"""
"1765129557-640,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Vêtement enfant"",""10 000CFA"",""Keur Massar, Sénégal"",""https://images.coinafrique.com/thumb_4571564_uploaded_image1_1706728937.jpg"""
"1765129557-641,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Vetements  enfants"",""8 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4519620_uploaded_image1_1703885107.jpg"""
"1765129557-642,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Ensemble enfant"",""6 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4512928_uploaded_image1_1703449636.jpg"""
"1765129557-643,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Vetement enfants"",""8 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4510412_uploaded_image1_1703252917.jpg"""
"1765129557-644,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Vêtements enfants"",""8 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4510416_uploaded_image1_1703253068.jpg"""
"1765129557-645,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Blouson pour enfant 4 - 15 ans"",""8 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4505009_uploaded_image1_1702930372.jpg"""
"1765129557-646,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Ensemble blouson pour fille"",""5 500CFA"",""Thies, Sénégal"",""https://images.coinafrique.com/thumb_4538922_uploaded_image1_1704933290.jpg"""
"1765129557-647,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Blouson pour fille"",""6 000CFA"",""Almadies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4527014_uploaded_image1_1704375688.jpg"""
"1765129557-648,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Pull enfant avec capuche"",""5 000CFA"",""Thies, Sénégal"",""https://images.coinafrique.com/thumb_4522850_uploaded_image1_1704190687.jpg"""
"1765129557-649,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Pull pour enfant"",""5 000CFA"",""Thies, Sénégal"",""https://images.coinafrique.com/thumb_4522837_uploaded_image1_1704190481.jpg"""
"1765129557-650,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Friperie enfants"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4517974_uploaded_image2_1703783715.jpeg"""
"1765129557-651,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Friperie enfants"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4516547_uploaded_image1_1703706216.jpg"""
"1765129557-652,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Friperie enfants"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4513354_uploaded_image3_1703506745.jpeg"""
"1765129557-653,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Blouson enfant"",""5 000CFA"",""Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4511874_uploaded_image1_1703350100.jpg"""
"1765129557-654,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Blouson enfant"",""5 500CFA"",""Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4511870_uploaded_image1_1703349818.jpg"""
"1765129557-655,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Ensemble enfants 2 - 6ans"",""8 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4464056_uploaded_image1_1700401019.jpg"""
"1765129557-656,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Ensemble enfant"",""Prix sur demande"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4455065_uploaded_image1_1699814184.jpg"""
"1765129557-657,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Ensemble veste pour enfant"",""23 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4479762_uploaded_image1_1701402947.jpg"""
"1765129557-658,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Slips enfants"",""7 000CFA"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4467057_uploaded_image1_1700591564.jpg"""
"1765129557-659,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Polos  Lacoste enfants"",""4 500CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4394815_uploaded_image1_1695942580.jpg"""
"1765129557-660,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Vêtement enfant"",""4 500CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4394813_uploaded_image1_1695942485.jpg"""
"1765129557-661,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Jeans  pour enfants"",""6 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4397937_uploaded_image1_1696183097.jpg"""
"1765129557-662,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Robe enfant"",""15 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4430601_uploaded_image1_1698283193.jpg"""
"1765129557-663,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Robe de prière enfant"",""2 500CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4421455_uploaded_image1_1697627353.jpg"""
"1765129557-664,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Bambinerie enfant"",""Prix sur demande"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4416818_uploaded_image3_1697296868.jpeg"""
"1765129557-665,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Pantalon pour enfants"",""2 500CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4405127_uploaded_image1_1696582094.jpg"""
"1765129557-666,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Polo Lacoste enfant"",""1 500CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4405119_uploaded_image1_1696581900.jpg"""
"1765129557-667,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Ensemble enfant"",""13 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4402991_uploaded_image1_1696452237.jpg"""
"1765129557-668,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Ensemble 2 pièces pour fille"",""14 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4402284_uploaded_image1_1696423054.jpg"""
"1765129557-669,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Vêtements fille"",""4 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4350530_uploaded_image1_1692994986.jpg"""
"1765129557-670,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Short enfant"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4381693_uploaded_image1_1695062191.jpg"""
"1765129557-671,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Robe enfant"",""9 300CFA"",""Ngor, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4342288_uploaded_image1_1692460517.jpg"""
"1765129557-672,""https://sn.coinafrique.com/categorie/vetements-enfants?page=3"",""Vêtements enfants"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4375138_uploaded_image1_1694611073.jpg"""
"1765129561-673,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Ensemble mardi gras"",""8 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5171755_uploaded_image1_1738776386.jpg"""
"1765129561-674,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Ensemble pour enfant de 1ans jusqua 15ans"",""7 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5116396_uploaded_image1_1735846707.jpg"""
"1765129561-675,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Vêtement enfant"",""1 000CFA"",""Sicap foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5141487_uploaded_image1_1737219569.jpg"""
"1765129561-676,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Vêtements enfants"",""4 500CFA"",""Mbao, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5130020_uploaded_image1_1736594996.jpg"""
"1765129561-677,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Vêtements enfants"",""4 500CFA"",""Mbao, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5129146_uploaded_image1_1736533355.jpg"""
"1765129561-678,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Genouillère anti-dérapante en coton"",""Prix sur demande"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5120586_uploaded_image1_1736107643.jpg"""
"1765129561-679,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Ensemble pour enfant"",""8 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5071417_uploaded_image1_1733140647.jpg"""
"1765129561-680,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Vêtements bébé"",""1 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5106688_uploaded_image1_1735128985.jpg"""
"1765129561-681,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Vêtements bébé"",""1 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5106673_uploaded_image1_1735128585.jpg"""
"1765129561-682,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Vêtements bébé"",""1 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5106669_uploaded_image1_1735128475.jpg"""
"1765129561-683,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Vêtements bébé"",""1 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5106661_uploaded_image1_1735128299.jpg"""
"1765129561-684,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Blouson pour enfant"",""8 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5058990_uploaded_image1_1732437877.jpg"""
"1765129561-685,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Blouson pour enfants 100% coton 3 ans 9ans"",""8 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5046861_uploaded_image1_1731758020.jpg"""
"1765129561-686,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Blouson  pour enfants 3ans à 10ans"",""8 000CFA"",""Ouest Foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5046278_uploaded_image1_1731706267.jpg"""
"1765129561-687,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Blouson coton pour enfants de 1ans 8ans"",""8 000CFA"",""Ouest Foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5046169_uploaded_image1_1731701583.jpg"""
"1765129561-688,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Blouson pour enfants 4ans à 15ans"",""8 000CFA"",""Ouest Foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5046164_uploaded_image1_1731701239.jpg"""
"1765129561-689,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Blouson pour enfants de 4ans à 12ans"",""8 000CFA"",""Ouest Foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5046160_uploaded_image1_1731700970.jpg"""
"1765129561-690,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Blouson pour enfants 1ans 5 ans"",""5 000CFA"",""Ouest Foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5046156_uploaded_image1_1731700664.jpg"""
"1765129561-691,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Blouson pour enfants 3 ans à 8 ans"",""8 000CFA"",""Ouest Foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5045455_uploaded_image1_1731673153.jpg"""
"1765129561-692,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Ensemble Pul Enfants"",""18 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5081973_uploaded_image1_1733664739.jpg"""
"1765129561-693,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Ensemble costumes enfants"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5081958_uploaded_image1_1733664149.jpg"""
"1765129561-694,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Ensemble pour enfant cotton"",""6 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5028888_uploaded_image1_1730844775.jpg"""
"1765129561-695,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Maillots enfants sénégal"",""10 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5054255_uploaded_image2_1732155894.jpeg"""
"1765129561-696,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Pantalon pour enfant 14ans 15ans"",""4 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4976513_uploaded_image1_1728030461.jpg"""
"1765129561-697,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Lot pyjamas enfant 6/8 ans"",""11 000CFA"",""Almadies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5014321_uploaded_image1_1730104437.jpg"""
"1765129561-698,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Ensemble veste garçon 5 pièces"",""28 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5010327_uploaded_image1_1729813849.jpg"""
"1765129561-699,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Costume enfant"",""28 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5010301_uploaded_image1_1729811616.jpg"""
"1765129561-700,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Vêtements   pour enfant"",""10 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4961200_uploaded_image1_1727261868.jpg"""
"1765129561-701,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Ensemble pour enfant"",""10 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4961210_uploaded_image1_1727262074.jpg"""
"1765129561-702,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Robes de fête"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5002636_uploaded_image1_1729418520.jpg"""
"1765129561-703,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Ensemble pour enfant 0ans jusqua 15ans"",""6 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4957241_uploaded_image1_1727083231.jpg"""
"1765129561-704,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Jeans enfants"",""Prix sur demande"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4991997_uploaded_image1_1728856374.jpg"""
"1765129561-705,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Pantalon enfants"",""6 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4945928_uploaded_image1_1726439169.jpg"""
"1765129561-706,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Vetement enfants"",""Prix sur demande"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4931868_uploaded_image1_1725656850.jpg"""
"1765129561-707,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Veste Jacadi"",""12 000CFA"",""Almadies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4931211_uploaded_image1_1725627889.jpg"""
"1765129561-708,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Veste Softshell"",""14 000CFA"",""Almadies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4931208_uploaded_image1_1725627705.jpg"""
"1765129561-709,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Peignoirs enfants"",""Prix sur demande"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4866825_uploaded_image1_1722295875.jpg"""
"1765129561-710,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Serviette de bain pour bébé"",""4 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4861240_uploaded_image1_1721949203.jpg"""
"1765129561-711,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Grenouillère bébé de 0- 24 mois"",""1 500CFA"",""Point E, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4877415_uploaded_image1_1722816062.jpg"""
"1765129561-712,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Body pour bébé de 0-24mois"",""750CFA"",""Point E, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4877371_uploaded_image1_1722813872.jpg"""
"1765129561-713,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Robe pour fille"",""4 500CFA"",""Medina, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4886076_uploaded_image1_1723220872.jpg"""
"1765129561-714,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Robe fille"",""22 800CFA"",""Medina, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4885783_uploaded_image1_1723209095.jpg"""
"1765129561-715,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Vêtements de garçon"",""2 500CFA"",""Medina, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4885328_uploaded_image1_1723192813.jpg"""
"1765129561-716,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Ensemble pour garçon"",""4 500CFA"",""Medina, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4885315_uploaded_image1_1723192524.jpg"""
"1765129561-717,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Pyjama enfant en coton"",""2 000CFA"",""Sicap Liberté, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4882618_uploaded_image1_1723046965.jpg"""
"1765129561-718,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Cuissards"",""210CFA"",""Medina, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4881948_uploaded_image1_1723028512.jpg"""
"1765129561-719,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Slips pour enfants"",""7 500CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4811384_uploaded_image1_1719393861.jpg"""
"1765129561-720,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Robe princesse"",""17 500CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4804290_uploaded_image1_1718982555.jpg"""
"1765129561-721,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Robes princesse"",""17 500CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4804282_uploaded_image1_1718982396.jpg"""
"1765129561-722,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Ensemble 3  pièces"",""15 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4788092_uploaded_image1_1717977175.jpg"""
"1765129561-723,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Robe brodé"",""10 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4787486_uploaded_image1_1717947693.jpg"""
"1765129561-724,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Couverture bébé"",""4 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4782346_uploaded_image1_1717666928.jpg"""
"1765129561-725,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Ensemble enfant"",""9 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4773123_uploaded_image1_1717195531.jpg"""
"1765129561-726,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Robe anniversaire ou cérémonie"",""15 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4775997_uploaded_image1_1717372054.jpg"""
"1765129561-727,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Robe pour anniversaire ou cérémonie"",""15 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4775993_uploaded_image1_1717371915.jpg"""
"1765129561-728,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Ensemble 5 pieces"",""6 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4775968_uploaded_image1_1717370720.jpg"""
"1765129561-729,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Grenouillère 0 - 9 mois"",""5 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4775960_uploaded_image1_1717370364.jpg"""
"1765129561-730,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Ensemble bas large fille 10 - 14 ans"",""12 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4775932_uploaded_image1_1717369632.jpg"""
"1765129561-731,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Ensemble coton fille"",""5 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4775892_uploaded_image1_1717367975.jpg"""
"1765129561-732,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Robe brodé"",""15 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4775889_uploaded_image1_1717367795.jpg"""
"1765129561-733,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Robe en coton 9 - 24 mois"",""5 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4775887_uploaded_image1_1717367631.jpg"""
"1765129561-734,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Robe coton fille 2 - 5 ans"",""6 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4775884_uploaded_image1_1717367280.jpg"""
"1765129561-735,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Robes brodé"",""10 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4775869_uploaded_image1_1717366678.jpg"""
"1765129561-736,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Ensemble bas"",""5 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4775865_uploaded_image1_1717366540.jpg"""
"1765129561-737,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Ensemble bas"",""5 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4775846_uploaded_image2_1717365985.jpeg"""
"1765129561-738,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Robe enfant"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4783648_uploaded_image1_1717719693.jpg"""
"1765129561-739,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Vêtement enfant"",""5 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4730553_uploaded_image1_1715080309.jpg"""
"1765129561-740,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Vêtements enfant"",""8 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4770789_uploaded_image1_1717088821.jpg"""
"1765129561-741,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Slip enfant"",""2 500CFA"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4766856_uploaded_image1_1716912176.jpg"""
"1765129561-742,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Vêtements enfant"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4750299_uploaded_image1_1716034798.jpg"""
"1765129561-743,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Vêtements enfant"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4743643_uploaded_image1_1715718710.jpg"""
"1765129561-744,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Djellaba enfant"",""12 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4683616_uploaded_image1_1712666779.jpg"""
"1765129561-745,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Djellaba enfants"",""15 000CFA"",""Cambérène, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4682806_uploaded_image1_1712615672.jpg"""
"1765129561-746,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Djellaba enfants"",""10 000CFA"",""Cambérène, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4682804_uploaded_image1_1712615617.jpg"""
"1765129561-747,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Djellaba enfants"",""12 500CFA"",""Cambérène, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4682799_uploaded_image1_1712615352.jpg"""
"1765129561-748,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Ensemble 3 pièces enfants"",""10 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4669732_uploaded_image1_1711987098.jpg"""
"1765129561-749,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Vêtements enfants"",""6 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4669723_uploaded_image1_1711986941.jpg"""
"1765129561-750,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Slips pour enfants 2 - 8 ans"",""6 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4668016_uploaded_image1_1711892538.jpg"""
"1765129561-751,""https://sn.coinafrique.com/categorie/vetements-enfants?page=2"",""Vetement  enfants"",""10 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_4667484_uploaded_image1_1711840999.jpg"""
