"web_scraper_order,web_scraper_start_url,type,price,address,image_link"
"1765128929-640,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures Jordan"",""Prix sur demande"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5517720_uploaded_image1_1757478182.jpg"""
"1765128929-641,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures homme"",""Prix sur demande"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5517719_uploaded_image1_1757478072.jpg"""
"1765128929-642,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures homme"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5516808_uploaded_image1_1757428923.jpg"""
"1765128929-643,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Baskets Air Max"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5516696_uploaded_image1_1757424950.jpg"""
"1765128929-644,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Baskets Jordan One Dunk Lowl"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5516691_uploaded_image1_1757424712.jpg"""
"1765128929-645,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures homme"",""15 000CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5516521_uploaded_image1_1757420355.jpg"""
"1765128929-646,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures Berluti"",""15 000CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5513229_uploaded_image1_1757253872.jpg"""
"1765128929-647,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures homme"",""25 000CFA"",""Mariste, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5474532_uploaded_image1_1755128086.jpg"""
"1765128929-648,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures Blifestyle trekkstyle tex petrol"",""12 000CFA"",""Mariste, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5512427_uploaded_image1_1757189554.jpg"""
"1765128929-649,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures homme"",""25 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5512062_uploaded_image1_1757171011.jpg"""
"1765128929-650,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures homme"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5512051_uploaded_image1_1757170403.jpg"""
"1765128929-651,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures homme"",""30 000CFA"",""Rufisque, Sénégal"",""https://images.coinafrique.com/thumb_5509076_uploaded_image1_1757013546.jpg"""
"1765128929-652,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures Timberland"",""30 000CFA"",""Rufisque, Sénégal"",""https://images.coinafrique.com/thumb_5507384_uploaded_image1_1756933297.jpg"""
"1765128929-653,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures homme en  cuir"",""15 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5505623_uploaded_image1_1756849395.jpg"""
"1765128929-654,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures Unisexe"",""15 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5505619_uploaded_image1_1756849246.jpg"""
"1765128929-655,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures Berluti"",""15 000CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5504924_uploaded_image1_1756823656.jpg"""
"1765128929-656,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures Luis vuitton s4"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5504373_uploaded_image1_1756806570.jpg"""
"1765128929-657,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures Nike sb"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5504369_uploaded_image1_1756806339.jpg"""
"1765128929-658,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures Nike sb"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5504367_uploaded_image1_1756806248.jpg"""
"1765128929-659,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Sandales femme"",""4 000CFA"",""Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5499774_uploaded_image1_1756552225.jpg"""
"1765128929-660,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures Adidas"",""11 000CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5498640_uploaded_image1_1756479495.jpg"""
"1765128929-661,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Crocs"",""10 000CFA"",""Ngor, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5498380_uploaded_image1_1756470516.jpg"""
"1765128929-662,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures homme"",""15 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5498122_uploaded_image1_1756460025.jpg"""
"1765128929-663,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures Luis Vuitton"",""8 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5495818_uploaded_image1_1756309876.jpg"""
"1765128929-664,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Baskets Nike Air Max"",""12 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5494173_uploaded_image1_1756232066.jpg"""
"1765128929-665,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures homme"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5493811_uploaded_image1_1756216969.jpg"""
"1765128929-666,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Timberland homme"",""Prix sur demande"",""Mbao, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5493149_uploaded_image1_1756189941.jpg"""
"1765128929-667,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures Timberland"",""30 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5487164_uploaded_image1_1755817473.jpg"""
"1765128929-668,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Sandales orthopédiques en cuir"",""15 000CFA"",""Sacré-Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5485222_uploaded_image1_1755729900.jpg"""
"1765128929-669,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Baskets Dior B22"",""27 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5481397_uploaded_image1_1755545755.jpg"""
"1765128929-670,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Baskets Dior B22"",""27 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5481395_uploaded_image1_1755545679.jpg"""
"1765128929-671,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Baskets Dior B22"",""27 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5481393_uploaded_image1_1755545600.jpg"""
"1765128929-672,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Sandales homme"",""3 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5473587_uploaded_image1_1755087192.jpg"""
"1765128936-673,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Mocassins homme"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5600246_uploaded_image1_1762008803.jpg"""
"1765128936-674,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures bouts"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5600244_uploaded_image1_1762008703.jpg"""
"1765128936-675,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures homme"",""30 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5600240_uploaded_image1_1762008540.jpg"""
"1765128936-676,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures homme"",""20 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5600236_uploaded_image1_1762008222.jpg"""
"1765128936-677,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures homme"",""30 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5600233_uploaded_image1_1762008119.jpg"""
"1765128936-678,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Bottes homme"",""28 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5600232_uploaded_image1_1762007958.jpg"""
"1765128936-679,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets All Star"",""15 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5599179_uploaded_image1_1761936293.jpg"""
"1765128936-680,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets New Balance"",""25 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5557732_uploaded_image1_1759538261.jpg"""
"1765128936-681,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Sandales en cuir"",""8 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5595893_uploaded_image1_1761763941.jpg"""
"1765128936-682,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Sandales homme"",""10 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5595866_uploaded_image1_1761763043.jpg"""
"1765128936-683,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets Adidas superstar"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5587688_uploaded_image1_1761224531.jpg"""
"1765128936-684,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets Adidas superstar"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5587686_uploaded_image1_1761224456.jpg"""
"1765128936-685,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets New Balance 1000"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5582640_uploaded_image1_1760962573.jpg"""
"1765128936-686,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets Adidas adistar"",""18 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5577775_uploaded_image1_1760656709.jpg"""
"1765128936-687,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures Nike zoom running"",""15 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5581224_uploaded_image1_1760883477.jpg"""
"1765128936-688,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures TN full Black"",""17 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5581215_uploaded_image1_1760883280.jpg"""
"1765128936-689,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets Crampon phantom"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5552695_uploaded_image1_1759324410.jpg"""
"1765128936-690,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets Louis Vuitton"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5552643_uploaded_image1_1759323436.jpg"""
"1765128936-691,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets  Reebok"",""22 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5552649_uploaded_image1_1759323592.jpg"""
"1765128936-692,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets Yeezy 700 v2"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5552657_uploaded_image1_1759323687.jpg"""
"1765128936-693,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets Vans knu scool"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5552664_uploaded_image1_1759323810.jpg"""
"1765128936-694,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Balanciaga 3XL"",""27 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5552640_uploaded_image1_1759323253.jpg"""
"1765128936-695,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets Jordan 4 RM"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5567808_uploaded_image1_1760100111.jpg"""
"1765128936-696,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets Air Max 95"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5567806_uploaded_image1_1760100010.jpg"""
"1765128936-697,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets Nike TN"",""17 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5567803_uploaded_image1_1760099855.jpg"""
"1765128936-698,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets Asic 1130"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5571618_uploaded_image1_1760357347.jpg"""
"1765128936-699,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets New Balance fresh foam"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5552446_uploaded_image1_1759318432.jpg"""
"1765128936-700,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets New Balance fresh foam"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5552449_uploaded_image1_1759318532.jpg"""
"1765128936-701,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets Adidas adizero"",""27 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5552010_uploaded_image1_1759307377.jpg"""
"1765128936-702,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets Adidas adizero"",""27 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5552006_uploaded_image1_1759307290.jpg"""
"1765128936-703,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""New balance 1906"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5580643_uploaded_image1_1760827489.jpg"""
"1765128936-704,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""New Balance"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5580645_uploaded_image1_1760827559.jpg"""
"1765128936-705,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures Balenciaga"",""25 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5593164_uploaded_image1_1761605705.jpg"""
"1765128936-706,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Nike shox R4"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5570882_uploaded_image1_1760305854.jpg"""
"1765128936-707,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets Adidas campus"",""17 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5551113_uploaded_image1_1759265168.jpg"""
"1765128936-708,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets Adidas Adizero"",""27 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5550760_uploaded_image1_1759250198.jpg"""
"1765128936-709,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets Nike TN"",""18 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5550746_uploaded_image1_1759249989.jpg"""
"1765128936-710,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets New Balance 740"",""24 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5589017_uploaded_image1_1761305990.jpg"""
"1765128936-711,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets Nike Air force 1"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5588993_uploaded_image1_1761304542.jpg"""
"1765128936-712,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets Asic"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5588722_uploaded_image1_1761293983.jpg"""
"1765128936-713,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Nike Air Max"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5555902_uploaded_image1_1759447574.jpg"""
"1765128936-714,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets Air force montante"",""18 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5549311_uploaded_image1_1759187054.jpg"""
"1765128936-715,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures Nike shox"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5560200_uploaded_image1_1759705337.jpg"""
"1765128936-716,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""New Balance"",""27 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5560198_uploaded_image1_1759705125.jpg"""
"1765128936-717,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Asic Gel Nyc"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5588303_uploaded_image1_1761261141.jpg"""
"1765128936-718,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets Nike Air force"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5588276_uploaded_image1_1761258377.jpg"""
"1765128936-719,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets Nike Air force 1"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5588272_uploaded_image1_1761258036.jpg"""
"1765128936-720,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures homme"",""8 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5591956_uploaded_image1_1761508658.jpg"""
"1765128936-721,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures Air f1"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5548969_uploaded_image1_1759170133.jpg"""
"1765128936-722,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets Air force"",""18 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5548972_uploaded_image1_1759170249.jpg"""
"1765128936-723,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets Asic kayono"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5548956_uploaded_image1_1759169555.jpg"""
"1765128936-724,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures New Balance 530"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5548965_uploaded_image1_1759169877.jpg"""
"1765128936-725,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Sandales Dior Alpha"",""17 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5548962_uploaded_image1_1759169765.jpg"""
"1765128936-726,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures Nike shox"",""27 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5548942_uploaded_image1_1759169016.jpg"""
"1765128936-727,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures New Balance 740"",""22 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5548951_uploaded_image1_1759169363.jpg"""
"1765128936-728,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets Nike shox"",""27 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5548948_uploaded_image1_1759169257.jpg"""
"1765128936-729,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures Af1"",""16 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5548935_uploaded_image1_1759168746.jpg"""
"1765128936-730,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures Af1"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5548937_uploaded_image1_1759168841.jpg"""
"1765128936-731,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets Jordan 4"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5548928_uploaded_image1_1759168475.jpg"""
"1765128936-732,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures Af1 authentique"",""13 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5548932_uploaded_image1_1759168637.jpg"""
"1765128936-733,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets Jordan 3 original"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5548923_uploaded_image1_1759168249.jpg"""
"1765128936-734,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets New Balance 740"",""22 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5548919_uploaded_image1_1759168129.jpg"""
"1765128936-735,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures Asic gel Nyc original"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5548916_uploaded_image1_1759168020.jpg"""
"1765128936-736,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures Asie  gel Nyc"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5548913_uploaded_image1_1759167875.jpg"""
"1765128936-737,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets New Balance 2000"",""27 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5548908_uploaded_image1_1759167685.jpg"""
"1765128936-738,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets Adidas samba"",""21 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5548904_uploaded_image1_1759167399.jpg"""
"1765128936-739,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures Asic Gel 1130"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5548901_uploaded_image1_1759167299.jpg"""
"1765128936-740,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures Nike vomero 5"",""27 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5548897_uploaded_image1_1759167093.jpg"""
"1765128936-741,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures  Nike Alphafly 3"",""27 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5548894_uploaded_image1_1759166877.jpg"""
"1765128936-742,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures Nike vomero 5 original"",""27 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5548896_uploaded_image1_1759166973.jpg"""
"1765128936-743,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures  homme"",""15 000CFA"",""Point E, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5589248_uploaded_image1_1761315501.jpg"""
"1765128936-744,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Balenciaga"",""25 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5588338_uploaded_image1_1761263231.jpg"""
"1765128936-745,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures homme"",""9 500CFA"",""Sicap Liberté, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5586755_uploaded_image1_1761166890.jpg"""
"1765128936-746,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures pour homme"",""20 000CFA"",""Mbao, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5583378_uploaded_image1_1760988854.jpg"""
"1765128936-747,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Sandales en cuir"",""13 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5582962_uploaded_image1_1760973522.jpg"""
"1765128936-748,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures pour homme"",""5 000CFA"",""Sicap foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5582673_uploaded_image1_1760964398.jpg"""
"1765128936-749,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Tapettes homme"",""6 000CFA"",""Almadies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5582046_uploaded_image1_1760942525.jpg"""
"1765128936-750,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures homme"",""Prix sur demande"",""Keur Massar, Sénégal"",""https://images.coinafrique.com/thumb_5581477_uploaded_image1_1760896170.jpg"""
"1765128936-751,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Baskets Nike Air Max DN"",""12 000CFA"",""Fann, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5581422_uploaded_image1_1760893237.jpg"""
"1765128936-752,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures orthopédique"",""Prix sur demande"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5579068_uploaded_image1_1760724420.jpg"""
"1765128936-753,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures  homme"",""22 000CFA"",""Sacré-Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5576783_uploaded_image1_1760614360.jpg"""
"1765128936-754,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures homme"",""15 000CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5576741_uploaded_image1_1760612021.jpg"""
"1765128936-755,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures"",""25 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5532851_uploaded_image1_1758229466.jpg"""
"1765128936-756,""https://sn.coinafrique.com/categorie/chaussures-homme?page=2"",""Chaussures homme"",""26 500CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5530971_uploaded_image1_1758143063.jpg"""
"1765128944-757,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Louis vuitton alden"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5659605_uploaded_image1_1765061738.jpg"""
"1765128944-758,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Nike Air Max moto"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5658152_uploaded_image1_1764971196.jpg"""
"1765128944-759,""https://sn.coinafrique.com/categorie/chaussures-homme?page=1"",""Nice Air Max"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5658154_uploaded_image1_1764971268.jpg"""
