"web_scraper_order,web_scraper_start_url,type,price,address,image_link"
"1765128126-627,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Ensemble short"",""9 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5359855_uploaded_image1_1749031695.jpg"""
"1765128126-628,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""T-shirt unique"",""3 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5381842_uploaded_image1_1750327249.jpg"""
"1765128126-629,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""T-shirt coton"",""6 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5376211_uploaded_image1_1750033082.jpg"""
"1765128126-630,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Lacoste homme"",""6 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5376209_uploaded_image1_1750033001.jpg"""
"1765128126-631,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Bas large"",""7 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5359319_uploaded_image1_1748991293.jpg"""
"1765128126-632,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Cargo homme"",""7 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5359212_uploaded_image1_1748985772.jpg"""
"1765128126-633,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Polo"",""8 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5359195_uploaded_image1_1748985264.jpg"""
"1765128126-634,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Pantalons hommes"",""7 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5359190_uploaded_image1_1748985019.jpg"""
"1765128126-635,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""T-shirts"",""5 000CFA"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5396595_uploaded_image1_1751139172.jpg"""
"1765128126-636,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Bas Nike Tech"",""10 000CFA"",""Mariste, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5396366_uploaded_image1_1751130805.jpg"""
"1765128126-637,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Vêtement homme"",""Prix sur demande"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5394599_uploaded_image2_1751021076.jpeg"""
"1765128126-638,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Costume africaine"",""20 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5392633_uploaded_image1_1750904042.jpg"""
"1765128126-639,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Costume africaine"",""20 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5392632_uploaded_image1_1750903985.jpg"""
"1765128126-640,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Costume africaine"",""20 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5392631_uploaded_image1_1750903932.jpg"""
"1765128126-641,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Costume africaine"",""20 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5392630_uploaded_image1_1750903817.jpg"""
"1765128126-642,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Pack de 3 t-shirts en coton + 3 débardeurs +3 boxeurs"",""10 500CFA"",""Sicap Liberté, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5390305_uploaded_image1_1750787966.jpg"""
"1765128126-643,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Vêtements pour homme"",""8 000CFA"",""Fann, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5390008_uploaded_image1_1750777634.jpg"""
"1765128126-644,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Abaya simple"",""10 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5388869_uploaded_image1_1750707151.jpg"""
"1765128126-645,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Abaya languette"",""10 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5388860_uploaded_image1_1750707013.jpg"""
"1765128126-646,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Chemise El-hadji bouton doré"",""20 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5388857_uploaded_image1_1750706864.jpg"""
"1765128126-647,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Dialaba"",""25 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5340703_uploaded_image1_1747926660.jpg"""
"1765128126-648,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Caleçons homme"",""600CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5379374_uploaded_image1_1750189453.jpg"""
"1765128126-649,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Short homme"",""6 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5335983_uploaded_image1_1747682531.jpg"""
"1765128126-650,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Ensemble Lacoste  - Kaki"",""13 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5335976_uploaded_image1_1747682377.jpg"""
"1765128126-651,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Souve't ment"",""1 500CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5328829_uploaded_image1_1747292067.jpg"""
"1765128126-652,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Chemise"",""18 000CFA"",""Keur Massar, Sénégal"",""https://images.coinafrique.com/thumb_5333594_uploaded_image1_1747550498.jpg"""
"1765128126-653,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Ensemble homme 3 piéces"",""12 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5369347_uploaded_image1_1749639509.jpg"""
"1765128126-654,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Vêtement  homme"",""8 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5369345_uploaded_image1_1749639320.jpg"""
"1765128126-655,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Pantalon Jean"",""15 000CFA"",""Mamelles, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5369272_uploaded_image1_1749637388.jpg"""
"1765128126-656,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Pantalon Jean"",""15 000CFA"",""Mamelles, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5369213_uploaded_image1_1749635653.jpg"""
"1765128126-657,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Costume africain"",""70 000CFA"",""Almadies 2, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5344920_uploaded_image1_1748197678.jpg"""
"1765128126-658,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Costume africain"",""70 000CFA"",""Almadies 2, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5344910_uploaded_image1_1748197232.jpg"""
"1765128126-659,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Costume africain"",""70 000CFA"",""Almadies 2, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5344903_uploaded_image1_1748196689.jpg"""
"1765128126-660,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Costume africain"",""70 000CFA"",""Almadies 2, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5344887_uploaded_image1_1748196047.jpg"""
"1765128126-661,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Ensemble homme"",""13 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5351562_uploaded_image1_1748560606.jpg"""
"1765128126-662,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Ensemble homme"",""13 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5351554_uploaded_image1_1748560284.jpg"""
"1765128126-663,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Ensemble homme"",""14 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5357470_uploaded_image1_1748906567.jpg"""
"1765128126-664,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Ensemble homme"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5357466_uploaded_image1_1748906493.jpg"""
"1765128126-665,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Lacoste"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5357459_uploaded_image1_1748906269.jpg"""
"1765128126-666,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Ensemble"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5357461_uploaded_image1_1748906332.jpg"""
"1765128126-667,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Ensemble homme"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5357457_uploaded_image1_1748906197.jpg"""
"1765128126-668,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""T-shirt coton"",""3 500CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5357449_uploaded_image1_1748905981.jpg"""
"1765128126-669,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""T-shirt coton"",""5 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5357430_uploaded_image1_1748905355.jpg"""
"1765128126-670,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Lacoste homme"",""6 500CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5357427_uploaded_image1_1748905276.jpg"""
"1765128126-671,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Ensemble homme"",""13 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5357423_uploaded_image1_1748905074.jpg"""
"1765128126-672,""https://sn.coinafrique.com/categorie/vetements-homme?page=3"",""Cargo homme"",""7 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5357414_uploaded_image1_1748904730.jpg"""
"1765128132-673,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Boubou homme"",""20 000CFA"",""Gueule Tapée, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5583429_uploaded_image1_1760991166.jpg"""
"1765128132-674,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Tee-shirts"",""Prix sur demande"",""Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5583295_uploaded_image1_1760984169.jpg"""
"1765128132-675,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Emsemble coton par taille"",""8 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5527950_uploaded_image1_1758015984.jpg"""
"1765128132-676,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Pantalon coton"",""10 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5527936_uploaded_image1_1758015699.jpg"""
"1765128132-677,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Kargo"",""8 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5527932_uploaded_image1_1758015495.jpg"""
"1765128132-678,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Blouson"",""13 500CFA"",""Diamniadio, Sénégal"",""https://images.coinafrique.com/thumb_5574075_uploaded_image1_1760470253.jpg"""
"1765128132-679,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Vêtements homme"",""10 000CFA"",""Grand Dakar, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5573636_uploaded_image1_1760452221.jpg"""
"1765128132-680,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Vêtements homme"",""10 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5570642_uploaded_image1_1760291454.jpg"""
"1765128132-681,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Vêtements de pluie"",""2 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5523711_uploaded_image1_1757769579.jpg"""
"1765128132-682,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Abimen homme"",""30 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5569789_uploaded_image1_1760221691.jpg"""
"1765128132-683,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Patolon pour homme"",""10 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5524496_uploaded_image1_1757811429.jpg"""
"1765128132-684,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Patolo pour homme"",""10 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5524480_uploaded_image1_1757810630.jpg"""
"1765128132-685,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Costume africain"",""75 000CFA"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5565386_uploaded_image1_1759971775.jpg"""
"1765128132-686,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Caleçons"",""7 000CFA"",""Keur Massar, Sénégal"",""https://images.coinafrique.com/thumb_5563903_uploaded_image1_1759891202.jpg"""
"1765128132-687,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""T-shirt en coton"",""5 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5561956_uploaded_image1_1759797106.jpg"""
"1765128132-688,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Costume africain"",""30 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5560169_uploaded_image1_1759703026.jpg"""
"1765128132-689,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Ensemble Guess jacket 2 pièces"",""5 000CFA"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5560120_uploaded_image1_1759699756.jpg"""
"1765128132-690,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Pull Zara en fourrure"",""5 000CFA"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5560072_uploaded_image1_1759698131.jpg"""
"1765128132-691,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Lacostes homme"",""12 000CFA"",""Sicap Liberté, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5553349_uploaded_image1_1759343446.jpg"""
"1765128132-692,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Lacostes en coton venant de la turquie"",""12 000CFA"",""Sicap Liberté, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5553333_uploaded_image1_1759343010.jpg"""
"1765128132-693,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Ensemble Short"",""9 500CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5549382_uploaded_image1_1759190460.jpg"""
"1765128132-694,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Boubou africain homme"",""20 000CFA"",""Gueule Tapée, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5544660_uploaded_image1_1758889073.jpg"""
"1765128132-695,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Chemise africaine"",""13 000CFA"",""Ouest Foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5539551_uploaded_image2_1758628464.jpeg"""
"1765128132-696,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Jallabe homme"",""15 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5481158_uploaded_image1_1755533660.jpg"""
"1765128132-697,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Polo"",""5 500CFA"",""Pikine, Sénégal"",""https://images.coinafrique.com/thumb_5530347_uploaded_image1_1758116944.jpg"""
"1765128132-698,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Jalabe  royale"",""Prix sur demande"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5530302_uploaded_image1_1758114976.jpg"""
"1765128132-699,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Chemises homme"",""15 000CFA"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5528639_uploaded_image1_1758039595.jpg"""
"1765128132-700,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Costume africaine"",""30 000CFA"",""Mbao, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5528446_uploaded_image1_1758031889.jpg"""
"1765128132-701,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Vêtements homme"",""6 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5527580_uploaded_image1_1757989615.jpg"""
"1765128132-702,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Pantalon Kaki homme"",""7 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5525299_uploaded_image1_1757874845.jpg"""
"1765128132-703,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Polos homme"",""6 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5525292_uploaded_image1_1757874532.jpg"""
"1765128132-704,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Costume africain"",""45 000CFA"",""Mbao, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5525142_uploaded_image1_1757865150.jpg"""
"1765128132-705,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Chemises homme"",""13 000CFA"",""Ouest Foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5516951_uploaded_image1_1757433769.jpg"""
"1765128132-706,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Nusamel sport"",""12 500CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5468839_uploaded_image1_1754832244.jpg"""
"1765128132-707,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Pantalons"",""8 500CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5513990_uploaded_image1_1757298110.jpg"""
"1765128132-708,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Chemises homme"",""15 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5513618_uploaded_image1_1757271994.jpg"""
"1765128132-709,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Shorts hommes"",""3 000CFA"",""Rufisque, Sénégal"",""https://images.coinafrique.com/thumb_5510436_uploaded_image1_1757080689.jpg"""
"1765128132-710,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Short homme"",""3 000CFA"",""Rufisque, Sénégal"",""https://images.coinafrique.com/thumb_5510433_uploaded_image1_1757080608.jpg"""
"1765128132-711,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Short homme"",""3 000CFA"",""Rufisque, Sénégal"",""https://images.coinafrique.com/thumb_5510429_uploaded_image1_1757080458.jpg"""
"1765128132-712,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Short homme"",""3 000CFA"",""Rufisque, Sénégal"",""https://images.coinafrique.com/thumb_5510423_uploaded_image1_1757080170.jpg"""
"1765128132-713,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Costume Col Mao"",""40 000CFA"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5507616_uploaded_image1_1756942821.jpg"""
"1765128132-714,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Vêtements pour hommes"",""4 500CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5505740_uploaded_image1_1756856003.jpg"""
"1765128132-715,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Vêtements pour hommes"",""9 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5505734_uploaded_image1_1756855859.jpg"""
"1765128132-716,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Vêtements pour hommes"",""9 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5505726_uploaded_image1_1756855677.jpg"""
"1765128132-717,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Vêtements pour hommes"",""9 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5505719_uploaded_image1_1756855434.jpg"""
"1765128132-718,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Dialabé"",""8 000CFA"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5504244_uploaded_image1_1756801260.jpg"""
"1765128132-719,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Costume africaine"",""40 000CFA"",""Ngor, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5504240_uploaded_image1_1756801063.jpg"""
"1765128132-720,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Ensemble blousons"",""25 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5503561_uploaded_image1_1756762895.jpg"""
"1765128132-721,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Pantalon cargo"",""5 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5498127_uploaded_image1_1756460300.jpg"""
"1765128132-722,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Chaussures homme"",""7 000CFA"",""Hann Bel-Air, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5497701_uploaded_image1_1756418704.jpg"""
"1765128132-723,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Chemise"",""10 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5495619_uploaded_image1_1756301588.jpg"""
"1765128132-724,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Ensemble chemises Kaki"",""11 000CFA"",""Pikine, Sénégal"",""https://images.coinafrique.com/thumb_5494282_uploaded_image1_1756235854.jpg"""
"1765128132-725,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Tenues africaines"",""15 000CFA"",""Ouest Foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5492072_uploaded_image1_1756125069.jpg"""
"1765128132-726,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Chemises homme"",""11 000CFA"",""Mbao, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5490127_uploaded_image1_1755972461.jpg"""
"1765128132-727,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Ensemble lein"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5487168_uploaded_image1_1755817625.jpg"""
"1765128132-728,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Ensemble homme"",""12 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5487069_uploaded_image1_1755812280.jpg"""
"1765128132-729,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Costume africain"",""30 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5486782_uploaded_image1_1755802563.jpg"""
"1765128132-730,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Vêtements pour hommes"",""7 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5482978_uploaded_image1_1755634531.jpg"""
"1765128132-731,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""T-shirt"",""2 000CFA"",""Mariste, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5479472_uploaded_image1_1755439676.jpg"""
"1765128132-732,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Ensemble costume africain homme"",""30 000CFA"",""Rufisque, Sénégal"",""https://images.coinafrique.com/thumb_5478956_uploaded_image1_1755391742.jpg"""
"1765128132-733,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""T-shirt manche courte"",""5 000CFA"",""Rufisque, Sénégal"",""https://images.coinafrique.com/thumb_5478947_uploaded_image1_1755391084.jpg"""
"1765128132-734,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""veste pour homme"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5478474_uploaded_image1_1755362528.jpg"""
"1765128132-735,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Short homme"",""4 500CFA"",""Ouest Foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5473116_uploaded_image1_1755058803.jpg"""
"1765128132-736,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Jean Oversized"",""8 000CFA"",""Ouest Foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5473114_uploaded_image1_1755058671.jpg"""
"1765128132-737,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Chemises homme"",""25 000CFA"",""Almadies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5471098_uploaded_image1_1754942626.jpg"""
"1765128132-738,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Tee-shirt en coton pour homme"",""4 000CFA"",""Grand Dakar, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5463022_uploaded_image1_1754517200.jpg"""
"1765128132-739,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Chemise Lin homme"",""8 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5460353_uploaded_image1_1754398640.jpg"""
"1765128132-740,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Chemise Lin homme"",""8 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5460351_uploaded_image1_1754398586.jpg"""
"1765128132-741,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""T-shirt Et casquette"",""5 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5460350_uploaded_image1_1754398524.jpg"""
"1765128132-742,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Emsemble pour la pluie"",""6 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5409459_uploaded_image1_1751803940.jpg"""
"1765128132-743,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Vêtements pour la pluie"",""3 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5409451_uploaded_image1_1751803676.jpg"""
"1765128132-744,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Para pluie"",""3 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5409455_uploaded_image1_1751803857.jpg"""
"1765128132-745,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Polo Jules"",""7 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5454591_uploaded_image1_1754095820.jpg"""
"1765128132-746,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Pull Adidas"",""9 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5454584_uploaded_image1_1754095564.jpg"""
"1765128132-747,""https://sn.coinafrique.com/categorie/vetements-homme?page=2"",""Vêtement  homme"",""Prix sur demande"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5450673_uploaded_image1_1753925204.jpg"""
